cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,00000164AE84B15F0000013C6375706F795F72656C656173654349,【Minecraft】茶杯生存Ep178 ⇝超震動!殭屍豬人微波陷阱!【當個創世神】,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,29,15,2019-07-05
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BBD92EEE2000056316375706F795F72656C656173654349,【爸爸模擬器】💢我受不了啦! 氣到敲桌子的憤怒憤怒茶杯老爸!💢,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,2,25,15,2019-07-05
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD087AE8C000000E36375706F795F72656C656173654349,河馬先生搬新家（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,25,18,2019-07-05
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,0,2,2019-07-05
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,00000160729000B90000009C6375706F795F72656C656173654349,雇主品牌實戰筆記！說書人的力量,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,277,2,2019-07-05
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C960D93000000126375706F795F72656C656173654349,定期定額超過二年就GG？因為很少人注意這二隻Bug🐞 | 夯翻鼠FQ8 投資理財 基金零股ETF,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,0,42,2019-07-05
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C9754DD000000146375706F795F72656C656173654349,2018二月全球股災～黑天鵝是機器人？ (結果美股2/8又閃崩) | 夯翻鼠FQ7 股票投資理財,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,18,42,2019-07-05
0000016883BC542C000000026375706F795F72656C656173654355,林軒田_機器學習入門必學 Machine Learning Foundations,0000016883E0F90A0000003F6375706F795F72656C656173654349,Course Introduction ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,24,25,2019-07-05
0000015AF941E7A6000000026375706F795F72656C656173654355,Vogue 健身教室,0000015AF945345C000002656375706F795F72656C656173654349,孟耿如教間歇運動 開合跳/深蹲/棒式  | 女星請分享 | VOGUE,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '瘦身', '運動']",D1010139,1,11,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C4B01B000000A86375706F795F72656C656173654349,【腦燒】平面設計師最難完成的【韓國女團】【LOGO設計】【TWICE】【APINK】【EXID】【2NE1】【4MINUTE】【APRIL】【bcrossTV平面設計頻道】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,15,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C6340D000000AA6375706F795F72656C656173654349,【平面設計】新手如何製作logo【速成懶人包】【商標設計】【LOGO設計】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,2,136,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C66683000000AB6375706F795F72656C656173654349,【LOGO設計】【 新手設計】【LOGO教學】 第二集 adobe illustrator 【標識設計】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,00000166FF7E202A00000B246375706F795F72656C656173654349,創意決定一切 三個超有效創意點子 大揭秘！【b-crossTV平面設計頻道】feat  Koji Eyetalk 日本藥妝 雙眼皮膠,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-07-06
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,000001697B8285800001A4FE6375706F795F72656C656173654349,可用App輕鬆看網路狀況 TP Link Archer A6路由器開箱,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,23,73,2019-07-06
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,0000015BD94B3E8E000016EC6375706F795F72656C656173654349,2016 開架彩妝X5分鐘學生快速上課妝 All Drugstore Back to School Makeup｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,0,1,2019-07-06
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,0000015C3B1FF98B000004196375706F795F72656C656173654349,意志力不夠堅定?讓腦科學來幫你! | 大腦解密手冊 The Brain The Story of You,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1,0,22,2019-07-06
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C9CBFA00000001D6375706F795F72656C656173654349,2乘2不等於4？一組數學公式道盡投資人性～一個投機者的告白(後有小尾巴推書計畫) | 夯翻鼠 說書13,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,27,42,2019-07-06
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,0,58,2019-07-06
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,00000162BE75EA9C0000006C6375706F795F72656C656173654349,Blockchain 源起 1-1｜區塊鏈從何而來?,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,1,8,72,2019-07-06
000001697FC08CA7000000036375706F795F72656C656173654355,李宏毅 _對抗生成網路 GAN,000001697FC30B8E000000116375706F795F72656C656173654349,Introduction,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,2,4,2019-07-06
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,0000015BE246A799000018456375706F795F72656C656173654349,阿滴英文｜Killing spree? Pentakill? 秒懂英雄聯盟連殺系統英文單字,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,0,58,2019-07-07
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,000001697953F5D10001A17F6375706F795F72656C656173654349,用吸塵器抓鬼※MC小地圖※煩人的鬼怪 這些鬼也太可愛了,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,6,10,2019-07-07
0000015C8A687A98000000026375706F795F72656C656173654355,Astor 街頭時尚,0000016248D6E30F000010CB6375706F795F72656C656173654349,Astor│近期購入與喜歡的淘寶飾品 2018上集(項鍊、戒指),"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['健康飲食', '美妝', '購物']",D2510143,1,0,28,2019-07-07
0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015C9A915095000006246375706F795F72656C656173654349,做最幸福的男人，9個小技巧讓女人對你上癮,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1,0,49,2019-07-07
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5E51B4A000001EE6375706F795F72656C656173654349,神奇掃帚出租中（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,800,18,2019-07-07
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5E5AF82000001EF6375706F795F72656C656173654349,神奇掃帚出租中（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,2,12,18,2019-07-07
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5E63DB2000001F06375706F795F72656C656173654349,偷養一隻貓（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,6,18,2019-07-07
0000015CCB6E61F80000000A6375706F795F72656C656173654355,Mickeyworks米哥開封體驗,0000015CD756A5DA000002256375706F795F72656C656173654349,Macbook Pro 2017 拆封和我購買它唯一的理由,"['3CExpert_tw', 'tech_tw', '3c_tw']","['生活', '產品體驗', '科技產品']",97210140,1,0,35,2019-07-07
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,00000168FF601CCA000000836375706F795F72656C656173654349,Linear Support Vector Machine (SVM) :: Course Introduction ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,2,15,40,2019-07-07
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,00000168FF602F8C0000008C6375706F795F72656C656173654349,Kernel Trick ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,2,6,40,2019-07-07
0000015B24546815000000046375706F795F72656C656173654355,每天學點經濟學,0000015B27D7757F000005346375706F795F72656C656173654349,143網紅專題（1）：網紅經濟的歷史和成因,"['InternationalFinance_tw', 'business_tw', 'finance_tw']","['投資知識', '理財教學', '經濟學', '財經入門']",9B310147,1,0,63,2019-07-08
0000015B24546815000000046375706F795F72656C656173654355,每天學點經濟學,0000015B27D79D14000005356375706F795F72656C656173654349,144網紅主題（2）：網紅如何變現,"['InternationalFinance_tw', 'business_tw', 'finance_tw']","['投資知識', '理財教學', '經濟學', '財經入門']",9B310147,1,42,63,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000015B7B62EE960000035B6375706F795F72656C656173654349,【GodJJ】實況精華─EZ你還是去打後期吧,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,7,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000015B7B6496A3000003666375706F795F72656C656173654349,【GodJJ】實況精華─最猛克黎思妲秀操作,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,11,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162BF0084ED00000B836375706F795F72656C656173654349,小莓電台【唱歌聊天】｜貝莉莓 2018/03/25,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,618,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162DE43367300003D8B6375706F795F72656C656173654349,小莓電台｜貝莉莓 2018/04/06,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,7,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162F6975EBA000064CA6375706F795F72656C656173654349,【每週六】小莓媽媽回信單元#13｜貝莉莓 2017/04/07,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,12,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162FD8A17AB00006FFD6375706F795F72656C656173654349,小莓賢妻料理日#2｜貝莉莓 2018/04/09,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016301035A1D000075996375706F795F72656C656173654349,最後生還者The Last of Us #4｜貝莉莓 2018/04/10,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,118,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001630B6D0A48000086636375706F795F72656C656173654349,【實況精華】轉型氣質辣妹! 絕對不說髒話了! by Freedom | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,11,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001630D292D93000089316375706F795F72656C656173654349,螢幕判官Behind the Screen｜貝莉莓 2018/04/11,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,8,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016363F6C188000113C86375706F795F72656C656173654349,【實況唱歌單曲】2018/05/07 成全｜貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,7,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016363F6C313000113C96375706F795F72656C656173654349,【實況唱歌單曲】2018/05/02 毀滅愛情｜貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,14,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000163B0D33130000007536375706F795F72656C656173654349,小莓日常幹話時間 ｜貝莉莓 2018/05/17,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,38,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000164F8F7BD94000005CE6375706F795F72656C656173654349,《台灣研發國產遊戲-星環爭霸戰》｜ 貝莉莓 2018/07/24,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001661A98A7F000002D496375706F795F72656C656173654349,【實況唱歌單曲】是不是愛情 ｜貝莉莓 COVER 2018/09/20,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000166B46D0B640000D30B6375706F795F72656C656173654349,滿櫃宅衣也能變身韓劇夢幻情侶!?Winds夫婦大大大改造! 〖上集〗   feat 妮妮/Winds/子芸 【全能宅宅改造王】 | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000167CAF6DB1400000CE86375706F795F72656C656173654349,【實況精華】【風之國度】玩遊戲的女生比你想像的還要多！ | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,15,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000167FA36622C000012D36375706F795F72656C656173654349,【實況精華】2018巴哈姆特站聚心得 Coser圍拍趣事分享 現場各種兇宅出沒?!   | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,7,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000168EBD034FD0000D8D56375706F795F72656C656173654349,【Clip精選】貝莉莓邀請超負荷來家玩!!??Twitch2000訂閱達標!!!!實況Clip一周精選 #06 | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,8,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016910884D21000105316375706F795F72656C656173654349,【實況精華】代抽還幫觀眾課一單？！就是要抽到女帝！！公主連結克莉絲提娜 | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,10,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001693A51CD8600013EEC6375706F795F72656C656173654349,【實況唱歌單曲】碼頭姑娘 ｜貝莉莓 COVER 2019/02/27,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,12,16,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001697220E162000196446375706F795F72656C656173654349,【實況精華】在圖其開實況得看觀眾臉色?!要飯仔真的很難生存!! | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,5,68,16,2019-07-08
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,000001638D3F9A170000006A6375706F795F72656C656173654349,紅米Note 5 vs 小米6X (A2) - 你該選擇誰？ | 大對決#44【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,2,41,2019-07-08
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,000001639290C7F6000002DF6375706F795F72656C656173654349,HTC U12+ vs HTC U11+/U11 - 你該升級嗎？ | 大對決#45【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,5,41,2019-07-08
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,00000167D1021CFF000006656375706F795F72656C656173654349,iPhone XR 銷售奪冠！2018年11月台灣十大熱銷手機公佈 | 來報榜【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,0,41,2019-07-08
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000160F13B33AA000009706375706F795F72656C656173654349,[週末玩什麼] 滿分遊戲《超級瑪利歐奧德賽》五分鐘告訴你好玩在哪!,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,0,73,2019-07-08
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,000001694F3E32FD00015F596375706F795F72656C656173654349,Mazda CX-5 怡塵女友會喜歡休旅車嗎？ft.邢雨龍&小Andy  - 試駕 廖怡塵 【全民瘋車Bar】120,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,85,3,2019-07-08
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,000001690B17D1C10000FDF16375706F795F72656C656173654349,Mazda CX-5要選2.0 2WD還是2.5 AWD？19年式新增配備一次搞懂(中文字幕) | U-CAR 新車試駕 (2019 新年式Sky-G旗艦經典型對比旗艦進化型),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,4,8,2019-07-08
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000169104FB381000104926375706F795F72656C656173654349,第4代Ford Focus 4門/5門空間實際量測：掀背與轎車誰的行李廂最好用?(中文字幕)  | U-CAR 現場報導 (4-door旗艦型/5-door ST-Line ),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-08
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BCDA3B264000068556375706F795F72656C656173654349,"【請出示文件】你到底是先生還是小姐?? | Papers, Please #1","['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,3,15,2019-07-08
0000016209FC8F0B000000046375706F795F72656C656173654355,8分鐘理財學堂,00000162185635C50000001E6375706F795F72656C656173654349,如何經營自己的第一張股票,"['WhiteCollar_tw', 'business_tw']","['期權', '期貨', '股票']",B0310653,1,0,72,2019-07-08
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,61,58,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD81C9C50000000A6375706F795F72656C656173654349,1.從物物交換到比特幣,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,94,53,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD8310E00000000B6375706F795F72656C656173654349,2.什麼是比特幣？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,95,53,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD85505B0000000C6375706F795F72656C656173654349,3.比特幣白皮書的誕生,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,69,53,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD8612D90000000D6375706F795F72656C656173654349,4.第一個比特幣誕生啦~,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,74,53,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD869C4E0000000E6375706F795F72656C656173654349,5.誰是中本聰？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,75,53,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD8750380000000F6375706F795F72656C656173654349,6.密碼朋克郵件組是什麼？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,4,53,2019-07-08
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD87D8CC000000106375706F795F72656C656173654349,7.比特幣是怎麼發行的？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,3,53,2019-07-08
00000165B2B2925D000000016375706F795F70726572656C656173654355,莫煩_把玩你的數據 機器學習Numpy & Pandas,00000165B2ED04A4000000016375706F795F70726572656C656173654349,1. numpy & pandas 有什麼用? ,"['tech_tw', 'robot_tw']","['matplotlib', 'numpy', 'pandas', 'python']",B0310653,1,4,24,2019-07-08
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001697220E162000196446375706F795F72656C656173654349,【實況精華】在圖其開實況得看觀眾臉色?!要飯仔真的很難生存!! | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,8,16,2019-07-09
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,000001622994C42E000007AE6375706F795F72656C656173654349,Samsung Galaxy S9 vs Galaxy S8 - 你該升級嗎？ | 大對決#33【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,0,41,2019-07-09
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000168B16C6AB7000096566375706F795F72656C656173654349,球給我用力砸 電獺少女也有冷笑話大賽！,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,0,73,2019-07-09
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000168BA1AC0220000A0386375706F795F72656C656173654349,EP41.5 :不欠過年！拚里昂表關全破《惡靈古堡2重製版》，原來我們週五只差一點！？ feat.魚蹦興業夏大寶【貝爾告訴你！週末玩什麼】,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,2,73,2019-07-09
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000168BBD72D630000A2326375706F795F72656C656173654349,寫春聯PK比賽啦！誰才是新年梗王對穿腸？feat.蔡哥,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,24,73,2019-07-09
0000015BD92C879D000000306375706F795F72656C656173654355,Tao's 健身教室,0000015C5F109C3B000001806375706F795F72656C656173654349,Carb Cycling 碳水循環｜可以拿來增肌減脂嗎｜如何套用在減脂計畫中,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['個人飲食', '健康', '健身']",D1010139,1,0,41,2019-07-09
00000166D3C9E54E000000016375706F795F70726572656C656173654355,莫煩_搭建我的神經網路 深度學習必學Tensorflow,000001685AD81117000000286375706F795F72656C656173654349,Tensorflow 16 Classification 分類學習 (神經網絡 教學教程tutorial) ,"['tech_tw', 'robot_tw']","['Tensorflow', 'Transfer learning', '神經網路', '遷移學習']",B0310653,1,0,9,2019-07-09
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,000001699E69AE1F0000001D6375706F795F72656C656173654349,Linear Algebra Lecture 3：Vector,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,6,15,2019-07-09
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,2,6,33,2019-07-09
00000159AB5EF689000000066375706F795F70726572656C656173654355,首爾就該這樣玩,00000159AB66B8CD000000506375706F795F70726572656C656173654349,首爾基本指南,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['旅遊', '韓國', '首爾']",F4810138,1,84,26,2019-07-10
00000159AB5EF689000000066375706F795F70726572656C656173654355,首爾就該這樣玩,00000159AB826F36000000526375706F795F70726572656C656173654349,歷史,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['旅遊', '韓國', '首爾']",F4810138,1,1,26,2019-07-10
0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D98C9EFF3000001E36375706F795F72656C656173654349,新研究：男性對婚姻更滿意？,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1,0,84,2019-07-10
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C300AF000000A66375706F795F72656C656173654349,【平面設計】設計元素【點】的分享_element of design principle [dot]【教學教室】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-07-10
0000015B722CA75F000000056375706F795F72656C656173654355,米娜朗讀,0000015BCF932F42000015246375706F795F72656C656173654349,日本怪談- 忌被猿HISARUKI系列之五 -明晰夢【米娜朗讀】,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['小說', '書籍', '閱讀']",33510142,1,0,17,2019-07-10
