cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate,loghour
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,0000015CD02545820000006F6375706F795F72656C656173654349,韓國旅行常用手機Apps,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,1,3,20,2019-07-11,5
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,0000015CD025607F000000706375706F795F72656C656173654349,不要被韓國男生騙了！拆解韓國男生的告白方法？,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,1,0,20,2019-07-11,5
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,2,49,2019-07-11,9
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000162F852FFEE000067106375706F795F72656C656173654349,宇獺有事嗎!? EP1 - 2018上半年旗艦手機你該如何選擇呢？,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,5,68,2019-07-11,11
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000162F8530161000067116375706F795F72656C656173654349,貝爾告訴你！週末玩什麼？EP1：超恐怖解謎遊戲P.T. feat 蔡哥,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,0,68,2019-07-11,11
0000015B80930E980000000D6375706F795F72656C656173654355,盜墓筆記,0000015B80AA9FCC000005906375706F795F72656C656173654349,《盜墓筆記之2秦嶺神樹》第37集,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['懸疑小說', '盜墓筆記', '閱讀']",49910145,1,9,14,2019-07-11,13
0000015BAF5D1AAD000000256375706F795F72656C656173654355,日本人看台灣-三原慧悟,0000015CE33EEEDC000002C86375706F795F72656C656173654349,把手放到熱水中！？日本人體驗了台灣的健康中心！in南投！,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '生活']",33510142,1,0,30,2019-07-11,14
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000163AAFBB6A6000000A66375706F795F72656C656173654349,【U-Live直播】M-Benz智慧駕駛輔助系統直擊！小改S-Class家族有何魅力?Bob&英凱告訴你！ [第24集 20180525],"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-11,14
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,0000016476C40ED5000009D86375706F795F72656C656173654349,收穫滿滿，脫離石器時代※SevTech: Ages※Minecraft 時代發展模組包 Ep.19,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,0,10,2019-07-11,14
000001658F0C5812000000016375706F795F70726572656C656173654355,莫煩_Python3 網頁爬蟲教學,000001658F95F05A000000026375706F795F70726572656C656173654349,#1 Why? ,"['tech_tw', 'robot_tw']","['AI人工智慧', 'Python', '爬蟲']",B0310653,1,0,57,2019-07-11,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5FDFCCC000002156375706F795F72656C656173654349,找不到國小 之 「慢慢來老師」,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,9,17,2019-07-11,15
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E5A2CB256000000596375706F795F72656C656173654349,貪財貓神（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,663,17,2019-07-11,16
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E6E6B80DF0000008E6375706F795F72656C656173654349,貪財貓神（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-11,16
00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,00000165F66AF23D000000016375706F795F70726572656C656173654349,什麼是機器學習?,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,1,8,38,2019-07-11,16
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,0000015C3AEB2118000003526375706F795F72656C656173654349,皇帝稱號是怎麼來的？,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,1,4,18,2019-07-11,17
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BDD46C4A200007A796375706F795F72656C656173654349,🔥400年內拯救世界! 看完影片你們多400歲了👵👴,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,5,15,2019-07-11,19
00000162AE60B18B000000036375706F795F72656C656173654355,投資理財入門｜拯救月光族,00000162AE61A7DE0000003D6375706F795F72656C656173654349,月光是種病藥方開給你.mp4,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['投資', '月光族', '理財', '理財入門']",B0310653,1,2,36,2019-07-11,19
00000162AE60B18B000000036375706F795F72656C656173654355,投資理財入門｜拯救月光族,00000162AE890D51000000446375706F795F72656C656173654349,2.戰勝月光get消費好習慣,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['投資', '月光族', '理財', '理財入門']",B0310653,1,5,36,2019-07-11,19
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E7FAAD3B2000000EF6375706F795F72656C656173654349,阿魯武士（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-11,21
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E7FAB0237000000F06375706F795F72656C656173654349,阿魯武士（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,8,17,2019-07-11,21
0000015CCDAB7A1C0000000B6375706F795F72656C656173654355,美女健身聯盟,00000160EA15101D000001AD6375706F795F72656C656173654349,6個超累超有效腹肌運動 6 Great Abs Exercises （汪選璇＋黃士倫）,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",D1010139,1,0,43,2019-07-11,22
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,000001675A6C3B21000055566375706F795F72656C656173654349,你是怎麼選擇隔熱紙的呢？我是這樣挑的啦 -廖怡塵【全民瘋車Bar】,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,611,3,2019-07-12,0
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,000001675A6C3B21000055566375706F795F72656C656173654349,你是怎麼選擇隔熱紙的呢？我是這樣挑的啦 -廖怡塵【全民瘋車Bar】,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,11,3,2019-07-12,1
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,000001699E69A90F0000001B6375706F795F72656C656173654349,Linear Algebra Lecture 1：What are we going to learn?,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,0,8,2019-07-12,9
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,82,49,2019-07-12,10
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,000001699E69A90F0000001B6375706F795F72656C656173654349,Linear Algebra Lecture 1：What are we going to learn?,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,250,8,2019-07-12,10
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,000001699E69ABB90000001C6375706F795F72656C656173654349,Linear Algebra Lecture 2：System of Linear Equations,"['tech_tw', 'robot_tw']",['empty'],6CA10149,2,45,8,2019-07-12,10
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,000001699E69AE1F0000001D6375706F795F72656C656173654349,Linear Algebra Lecture 3：Vector,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,8,8,2019-07-12,10
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,10,49,2019-07-12,11
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,00000162A87B9766000000096375706F795F72656C656173654349,小資女艾蜜莉：我的資產翻倍存股筆記！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,13,49,2019-07-12,11
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,0000015BFC943D770000044B6375706F795F72656C656173654349,跨界交鋒！Toyota C-HR vs. Honda HR-V 試駕前導篇,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-12,12
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5E51B4A000001EE6375706F795F72656C656173654349,神奇掃帚出租中（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,21,17,2019-07-12,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5E5AF82000001EF6375706F795F72656C656173654349,神奇掃帚出租中（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,2,61,17,2019-07-12,14
0000015CCDC2F6D40000000C6375706F795F72656C656173654355,健身Fitting Room,0000015DDC267C47000001C86375706F795F72656C656173654349,10分鐘的TRX高強度間歇訓練 (中文字幕),"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '健身', '運動']",F4810138,1,172,50,2019-07-12,16
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,000001697953F5D10001A17F6375706F795F72656C656173654349,用吸塵器抓鬼※MC小地圖※煩人的鬼怪 這些鬼也太可愛了,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,2,10,2019-07-12,21
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015DDC374AF4000001DD6375706F795F72656C656173654349,小黑羊上學去 之 「第一份工作」,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-13,0
00000165B2B2925D000000016375706F795F70726572656C656173654355,莫煩_把玩你的數據 機器學習Numpy & Pandas,00000165B2ED04A4000000016375706F795F70726572656C656173654349,1. numpy & pandas 有什麼用? ,"['tech_tw', 'robot_tw']","['matplotlib', 'numpy', 'pandas', 'python']",B0310653,1,87,20,2019-07-13,8
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,1,26,85,2019-07-13,11
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,000001661A3A039A000000016375706F795F70726572656C656173654349,什麼是機器學習? ,['empty'],['empty'],B0310653,1,15,34,2019-07-13,11
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD5FDFCCC000002156375706F795F72656C656173654349,找不到國小 之 「慢慢來老師」,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015DC99BBDFE000000896375706F795F72656C656173654349,小黑羊上學去 之 「小黑的新家」,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,940,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015DEA162B89000002166375706F795F72656C656173654349,奇奇的生日派對,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,253,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E361FF21E000000426375706F795F72656C656173654349,孔雀先生的秘密（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E4A2CA804000000236375706F795F72656C656173654349,孔雀先生的秘密（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,1,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E5A2CB256000000596375706F795F72656C656173654349,貪財貓神（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,2,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E6E6B80DF0000008E6375706F795F72656C656173654349,貪財貓神（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,0,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E7FAAD3B2000000EF6375706F795F72656C656173654349,阿魯武士（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,3,17,2019-07-13,14
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E7FAB0237000000F06375706F795F72656C656173654349,阿魯武士（下）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,8,17,2019-07-13,14
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000161718DBCDF00003B326375706F795F72656C656173654349,【第一印象】BMW X2 新級距休旅 Bob現場解析(非直播) | U-CAR 現場報導(規格售價、外觀內裝與乘用空間介紹),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,4,8,2019-07-13,15
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,000001617A3A4A15000046546375706F795F72656C656173654349,【U-Live直播】展望A-Class、Yaris、Camry、Kicks等狗年重量級新車? 蘇花改怎麼開? 春節行車怎檢查? Bob & 小天告訴你！[第11集 20180209],"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,3,8,2019-07-13,15
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,0000016190C39878000063446375706F795F72656C656173654349,Honda HR-V vs. Luxgen U5 乘用空間機能大車拼 | U-CAR 捉對集評(後廂裝載能力實測、兒童安全座椅安裝),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,2,2,8,2019-07-13,15
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000161B6E8EDB20000943F6375706F795F72656C656173654349,【原廠影片】M-Benz小改款C-Class(W205)預告2018日內瓦車展發表(Mercedes-Benz、Sedan、Estate),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,1,8,2019-07-13,15
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000161BDD7F6EB00009D276375706F795F72656C656173654349,還沒訂閱U-CAR影音頻道？2018更多精彩內容即將出爐！錯過只能回顧：2017一分鐘影音花絮(新車試駕、捉對集評、油耗實測、新聞報導、網友活動、專題企劃),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,3,8,2019-07-13,15
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000161C14FA20F0000A19B6375706F795F72656C656173654349,【U-Live直播】 近期焦點SUV新車X4、HR-V、Santa Fe、UX、Cullinan、Q8動向？Yaris/Vios小改款? Bob & Toby告訴你！[第12集 20180223],"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,15,8,2019-07-13,15
0000016675F2D680000000026375706F795F70726572656C656173654355,莫煩＿Keras快速上手 機器學習神經網路實作,00000166A07F8CB0000000076375706F795F70726572656C656173654349,Keras #6 CNN 卷積神經網絡,"['tech_tw', 'robot_tw']",['Keras'],B0310653,1,0,48,2019-07-13,15
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70B7D6EE0000008F6375706F795F72656C656173654349,【adobe illustrator教學】【毛筆刷工具】【平面設計】【入門初學】【b crossTV】【挑戰】【60秒】【一天學一點】第七天,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,288,48,2019-07-13,16
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,0000015C3B20BC450000041D6375706F795F72656C656173654349,突破人生中的各種盲點! | 行為的藝術 Die Kunst des klugen Handelns,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1,12,22,2019-07-13,17
0000016209FC8F0B000000046375706F795F72656C656173654355,8分鐘理財學堂,0000016218AE8157000000416375706F795F72656C656173654349,如何設定出場點,"['WhiteCollar_tw', 'business_tw']","['期權', '期貨', '股票']",B0310653,1,0,68,2019-07-13,17
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,0000015E02A3A7CC000000046375706F795F70726572656C656173654349,羅胖精選丨如何“管理”我的老闆喬布斯,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,823,55,2019-07-13,19
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,0000015E02A70EB8000000056375706F795F70726572656C656173654349,太監為何干政？,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,2,4,55,2019-07-13,19
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,0000015E02A85B15000000066375706F795F70726572656C656173654349,善意的真相,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,1,55,2019-07-13,19
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A6D050A0000002D6375706F795F72656C656173654349,報復的作用,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,4,55,2019-07-13,19
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A6EB6020000002E6375706F795F72656C656173654349,做一個“斯多葛”,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,4,55,2019-07-13,19
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A72F2280000002F6375706F795F72656C656173654349,工具的意義,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,5,55,2019-07-13,19
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,000001648A3BC17000001EFB6375706F795F72656C656173654349,2018美妝空空賞。竟然上半年就用了將近30樣！Empty Products｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,8,1,2019-07-13,19
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,000001649F0099CF000035856375706F795F72656C656173654349,IG你問我答！我幾歲了？什麼時候結婚？竟然還有人問這個😂 Instagram Q&A｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,0,1,2019-07-13,19
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000160EA155032000001CF6375706F795F72656C656173654349,2018臺北車展：10分鐘看完28個汽車品牌A-Z 參觀重點與導覽攻略(影音懶人包、下方有傳送門) | U-CAR 現場報導(2018台北車展、世界新車大展),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-13,20
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,0000015C8D9DC430000003E06375706F795F72656C656173654349,※Minecraft※當個創世神※冒險地圖-時間守護者 Ep.1,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,0,10,2019-07-13,20
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,000001666D3D779C000086336375706F795F72656C656173654349,✏️ Logo設計 黃金比例 如何製作 技巧心得 方法過程 【b-crossTV 平面設計頻道】 how to do golden ratio logo design ✏️,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,91,48,2019-07-13,21
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,00000166FF7E202A00000B246375706F795F72656C656173654349,創意決定一切 三個超有效創意點子 大揭秘！【b-crossTV平面設計頻道】feat  Koji Eyetalk 日本藥妝 雙眼皮膠,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,2,8,48,2019-07-13,21
