cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate,loghour
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162DE43367300003D8B6375706F795F72656C656173654349,小莓電台｜貝莉莓 2018/04/06,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,7,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162F6975EBA000064CA6375706F795F72656C656173654349,【每週六】小莓媽媽回信單元#13｜貝莉莓 2017/04/07,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,12,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000162FD8A17AB00006FFD6375706F795F72656C656173654349,小莓賢妻料理日#2｜貝莉莓 2018/04/09,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016301035A1D000075996375706F795F72656C656173654349,最後生還者The Last of Us #4｜貝莉莓 2018/04/10,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,118,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001630B6D0A48000086636375706F795F72656C656173654349,【實況精華】轉型氣質辣妹! 絕對不說髒話了! by Freedom | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,11,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001630D292D93000089316375706F795F72656C656173654349,螢幕判官Behind the Screen｜貝莉莓 2018/04/11,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,8,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016363F6C188000113C86375706F795F72656C656173654349,【實況唱歌單曲】2018/05/07 成全｜貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,7,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016363F6C313000113C96375706F795F72656C656173654349,【實況唱歌單曲】2018/05/02 毀滅愛情｜貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,14,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000163B0D33130000007536375706F795F72656C656173654349,小莓日常幹話時間 ｜貝莉莓 2018/05/17,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,38,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000164F8F7BD94000005CE6375706F795F72656C656173654349,《台灣研發國產遊戲-星環爭霸戰》｜ 貝莉莓 2018/07/24,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001661A98A7F000002D496375706F795F72656C656173654349,【實況唱歌單曲】是不是愛情 ｜貝莉莓 COVER 2018/09/20,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000166B46D0B640000D30B6375706F795F72656C656173654349,滿櫃宅衣也能變身韓劇夢幻情侶!?Winds夫婦大大大改造! 〖上集〗   feat 妮妮/Winds/子芸 【全能宅宅改造王】 | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,5,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000167CAF6DB1400000CE86375706F795F72656C656173654349,【實況精華】【風之國度】玩遊戲的女生比你想像的還要多！ | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,15,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000167FA36622C000012D36375706F795F72656C656173654349,【實況精華】2018巴哈姆特站聚心得 Coser圍拍趣事分享 現場各種兇宅出沒?!   | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,7,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000168EBD034FD0000D8D56375706F795F72656C656173654349,【Clip精選】貝莉莓邀請超負荷來家玩!!??Twitch2000訂閱達標!!!!實況Clip一周精選 #06 | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,8,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016910884D21000105316375706F795F72656C656173654349,【實況精華】代抽還幫觀眾課一單？！就是要抽到女帝！！公主連結克莉絲提娜 | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,10,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001693A51CD8600013EEC6375706F795F72656C656173654349,【實況唱歌單曲】碼頭姑娘 ｜貝莉莓 COVER 2019/02/27,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,12,16,2019-07-08,1
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001697220E162000196446375706F795F72656C656173654349,【實況精華】在圖其開實況得看觀眾臉色?!要飯仔真的很難生存!! | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,3,53,16,2019-07-08,1
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,000001690B17D1C10000FDF16375706F795F72656C656173654349,Mazda CX-5要選2.0 2WD還是2.5 AWD？19年式新增配備一次搞懂(中文字幕) | U-CAR 新車試駕 (2019 新年式Sky-G旗艦經典型對比旗艦進化型),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,4,8,2019-07-08,9
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000169104FB381000104926375706F795F72656C656173654349,第4代Ford Focus 4門/5門空間實際量測：掀背與轎車誰的行李廂最好用?(中文字幕)  | U-CAR 現場報導 (4-door旗艦型/5-door ST-Line ),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-08,9
0000015B24546815000000046375706F795F72656C656173654355,每天學點經濟學,0000015B27D7757F000005346375706F795F72656C656173654349,143網紅專題（1）：網紅經濟的歷史和成因,"['InternationalFinance_tw', 'business_tw', 'finance_tw']","['投資知識', '理財教學', '經濟學', '財經入門']",9B310147,1,0,58,2019-07-08,11
0000015B24546815000000046375706F795F72656C656173654355,每天學點經濟學,0000015B27D79D14000005356375706F795F72656C656173654349,144網紅主題（2）：網紅如何變現,"['InternationalFinance_tw', 'business_tw', 'finance_tw']","['投資知識', '理財教學', '經濟學', '財經入門']",9B310147,1,42,58,2019-07-08,11
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001697220E162000196446375706F795F72656C656173654349,【實況精華】在圖其開實況得看觀眾臉色?!要飯仔真的很難生存!! | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,15,16,2019-07-08,14
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,00000167D1021CFF000006656375706F795F72656C656173654349,iPhone XR 銷售奪冠！2018年11月台灣十大熱銷手機公佈 | 來報榜【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,0,39,2019-07-08,14
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD81C9C50000000A6375706F795F72656C656173654349,1.從物物交換到比特幣,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,85,50,2019-07-08,14
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,000001638D3F9A170000006A6375706F795F72656C656173654349,紅米Note 5 vs 小米6X (A2) - 你該選擇誰？ | 大對決#44【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,2,39,2019-07-08,15
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,000001639290C7F6000002DF6375706F795F72656C656173654349,HTC U12+ vs HTC U11+/U11 - 你該升級嗎？ | 大對決#45【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,5,39,2019-07-08,15
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,61,49,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD81C9C50000000A6375706F795F72656C656173654349,1.從物物交換到比特幣,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,9,50,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD8310E00000000B6375706F795F72656C656173654349,2.什麼是比特幣？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,95,50,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD85505B0000000C6375706F795F72656C656173654349,3.比特幣白皮書的誕生,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,69,50,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD8612D90000000D6375706F795F72656C656173654349,4.第一個比特幣誕生啦~,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,74,50,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD869C4E0000000E6375706F795F72656C656173654349,5.誰是中本聰？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,2,75,50,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD8750380000000F6375706F795F72656C656173654349,6.密碼朋克郵件組是什麼？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,4,50,2019-07-08,15
00000162AD7A038C000000026375706F795F72656C656173654355,區塊鏈100問 | 趣說比特幣,00000162AD87D8CC000000106375706F795F72656C656173654349,7.比特幣是怎麼發行的？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['區塊鏈', '比特幣']",B0310653,1,3,50,2019-07-08,15
00000165B2B2925D000000016375706F795F70726572656C656173654355,莫煩_把玩你的數據 機器學習Numpy & Pandas,00000165B2ED04A4000000016375706F795F70726572656C656173654349,1. numpy & pandas 有什麼用? ,"['tech_tw', 'robot_tw']","['matplotlib', 'numpy', 'pandas', 'python']",B0310653,1,4,20,2019-07-08,15
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BCDA3B264000068556375706F795F72656C656173654349,"【請出示文件】你到底是先生還是小姐?? | Papers, Please #1","['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,3,15,2019-07-08,17
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000160F13B33AA000009706375706F795F72656C656173654349,[週末玩什麼] 滿分遊戲《超級瑪利歐奧德賽》五分鐘告訴你好玩在哪!,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,0,68,2019-07-08,23
000001699E6396C0000000046375706F795F72656C656173654355,李宏毅_基礎線性代數,000001699E69AE1F0000001D6375706F795F72656C656173654349,Linear Algebra Lecture 3：Vector,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,6,8,2019-07-09,11
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,2,6,26,2019-07-09,11
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,000001697220E162000196446375706F795F72656C656173654349,【實況精華】在圖其開實況得看觀眾臉色?!要飯仔真的很難生存!! | 貝莉莓,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,8,16,2019-07-09,13
0000015BAAADA6BD0000001C6375706F795F72656C656173654355,小翔 XIANG,000001622994C42E000007AE6375706F795F72656C656173654349,Samsung Galaxy S9 vs Galaxy S8 - 你該升級嗎？ | 大對決#33【小翔 XIANG】,"['3CExpert_tw', 'tech_tw', 'mobile_tw']","['3C產品', '產品教學', '產品體驗']",49910145,1,0,39,2019-07-09,14
00000166D3C9E54E000000016375706F795F70726572656C656173654355,莫煩_搭建我的神經網路 深度學習必學Tensorflow,000001685AD81117000000286375706F795F72656C656173654349,Tensorflow 16 Classification 分類學習 (神經網絡 教學教程tutorial) ,"['tech_tw', 'robot_tw']","['Tensorflow', 'Transfer learning', '神經網路', '遷移學習']",B0310653,1,0,8,2019-07-09,17
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000168B16C6AB7000096566375706F795F72656C656173654349,球給我用力砸 電獺少女也有冷笑話大賽！,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,0,68,2019-07-09,22
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000168BA1AC0220000A0386375706F795F72656C656173654349,EP41.5 :不欠過年！拚里昂表關全破《惡靈古堡2重製版》，原來我們週五只差一點！？ feat.魚蹦興業夏大寶【貝爾告訴你！週末玩什麼】,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,2,68,2019-07-09,22
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,00000168BBD72D630000A2326375706F795F72656C656173654349,寫春聯PK比賽啦！誰才是新年梗王對穿腸？feat.蔡哥,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,24,68,2019-07-09,22
0000015BD92C879D000000306375706F795F72656C656173654355,Tao's 健身教室,0000015C5F109C3B000001806375706F795F72656C656173654349,Carb Cycling 碳水循環｜可以拿來增肌減脂嗎｜如何套用在減脂計畫中,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['個人飲食', '健康', '健身']",D1010139,1,0,40,2019-07-09,22
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,00000162BE75EA9C0000006C6375706F795F72656C656173654349,Blockchain 源起 1-1｜區塊鏈從何而來?,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,1,7,68,2019-07-10,9
0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D98C9EFF3000001E36375706F795F72656C656173654349,新研究：男性對婚姻更滿意？,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1,0,80,2019-07-10,10
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,00000163C90BDF88000021636375706F795F72656C656173654349,從原始人開始的生活※SevTech: Ages※Minecraft 時代發展模組包 Ep.1,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,228,10,2019-07-10,10
00000162B3074DFC000000056375706F795F72656C656173654355,Stockfeel｜股感酸財經,00000166626BD2A000007AD16375706F795F72656C656173654349,何毅里長伯 線上即時台股問答專區 - 2018/10/16,"['WhiteCollar_tw', 'business_tw']","['投資技巧', '理財知識', '股票交易']",B0310653,1,1,30,2019-07-10,10
0000015B722CA75F000000056375706F795F72656C656173654355,米娜朗讀,0000015BCF932F42000015246375706F795F72656C656173654349,日本怪談- 忌被猿HISARUKI系列之五 -明晰夢【米娜朗讀】,"['Reading_tw', '_UNDEF_', 'ReadNovel_tw']","['小說', '書籍', '閱讀']",33510142,1,0,17,2019-07-10,12
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001609611458D000000456375706F795F72656C656173654349,社群招募案例分享_勤業眾信,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,1,1,2019-07-10,12
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,0,1,2019-07-10,15
00000168FF4AF517000000036375706F795F72656C656173654355,林軒田_機器學習技法 Machine Learning Techniques,00000168FF601CCA000000836375706F795F72656C656173654349,Linear Support Vector Machine (SVM) :: Course Introduction ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,9,28,2019-07-10,15
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C300AF000000A66375706F795F72656C656173654349,【平面設計】設計元素【點】的分享_element of design principle [dot]【教學教室】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-07-10,16
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,00000166399E4AE6000000156375706F795F70726572656C656173654349,什麼是強化學習? ,['empty'],['empty'],B0310653,1,0,34,2019-07-10,18
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015D042CFCFE000004246375706F795F72656C656173654349,【厭惡工作】篩掉Facebook血腥內容　員工：每分鐘都見有人被斬首,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,9,42,2019-07-10,20
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015D997F936C000001EE6375706F795F72656C656173654349,當你為工作迷茫時，請問自己這三個問題,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,5,42,2019-07-10,20
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015E5296791E000000016375706F795F72656C656173654349,想在職場發展的好 千萬不要有這幾種心態,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,71,42,2019-07-10,20
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015E52F760EE000000036375706F795F72656C656173654349,你可能不相信，其實很多職場人都在混日子,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,3,42,2019-07-10,20
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015E533A52170000000A6375706F795F72656C656173654349,職場中6個必須戒掉的壞習慣！,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,22,42,2019-07-10,20
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015E57D5306E0000000B6375706F795F72656C656173654349,最高的情商，就是管好自己的嘴,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,88,42,2019-07-10,20
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015E5815D434000000136375706F795F72656C656173654349,性格內向、不懂與上司交流　是否已輸在起跑線？,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,55,42,2019-07-10,20
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,000001677F332CD900007F116375706F795F72656C656173654349,[台灣Vlog] 我終於來台大了！聽說很多人去台大都會做的一件事？feat Erin | Mira 咪拉,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,1,1,20,2019-07-10,20
0000015CD0001417000000016375706F795F72656C656173654355,Mira's Garden-我的韓國生活,000001678464E886000085056375706F795F72656C656173654349,[台灣Vlog]【毒舌】愛莉莎莎推介的台北熱炒店！果然好吃？feat 愛莉莎莎＆劉沛  | Mira 咪拉,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '韓國']",D2510143,1,0,20,2019-07-10,20
00000159AB5EF689000000066375706F795F70726572656C656173654355,首爾就該這樣玩,00000159AB66B8CD000000506375706F795F70726572656C656173654349,首爾基本指南,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['旅遊', '韓國', '首爾']",F4810138,1,84,26,2019-07-10,21
00000159AB5EF689000000066375706F795F70726572656C656173654355,首爾就該這樣玩,00000159AB826F36000000526375706F795F70726572656C656173654349,歷史,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['旅遊', '韓國', '首爾']",F4810138,1,1,26,2019-07-10,21
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015D03DF261B0000041B6375706F795F72656C656173654349,職場上，如何與同事相處最恰當？,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,110,42,2019-07-10,21
0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,0000015D99BA166B000001F36375706F795F72656C656173654349,上班族為什麼不開心？,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1,69,42,2019-07-10,21
