cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate,loghour
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A68ABCE0000002A6375706F795F72656C656173654349,王莽的意義,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,608,55,2019-07-20,18
00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,00000165F66AF23D000000016375706F795F70726572656C656173654349,什麼是機器學習?,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,1,8,38,2019-07-20,18
00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,0000015FB9658711000001636375706F795F72656C656173654349,奇怪的條約,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1,589,55,2019-07-20,19
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000164ABC42D9B000005B06375706F795F72656C656173654349,Maxxis HPM3輪胎實測 U-CAR邀請10位網友一起來體驗：HP-M3試乘會[2/2] | U-CAR 網友活動 (瑪吉斯輪胎 Bravo & Toyota RAV4),"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,5,8,2019-07-20,19
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000164B64EB7A3000009706375706F795F72656C656173654349,【U-Live直播】Bob實測大改款Lexus ES！Toyota Premio開到百萬公里？ Bob&張旭 告訴你！[第32集 20180720],"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-20,19
00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE5B7D34000001996375706F795F70726572656C656173654349,第一部分,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,2,31,16,2019-07-20,22
00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE60EEDE0000019A6375706F795F70726572656C656173654349,第二部分,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1,9,16,2019-07-20,22
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016A451B3B64000070D56375706F795F72656C656173654349,【Lilballz】XO醬拌LoL節目#10精華 - 英雄聯盟不該做的事，就是講話,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,3,16,2019-07-20,23
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,0000016A67D63F710000976F6375706F795F72656C656173654349,【Lilballz】3.6 POE 刺客COC解放 讓旋解再次偉大 解放你的顯卡吧!,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,2,4,16,2019-07-20,23
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,00000161CD6F26210000B0E26375706F795F72656C656173654349,【邁向奧斯卡】最佳外語片  三大影展最高榮譽在此集結！  | 奧斯卡入圍名單回顧系列 #7 | XXY feat. PONY,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,1,2,25,2019-07-20,23
0000015D56127F76000000016375706F795F72656C656173654355,加點吉拿棒,00000161D460B6460000B9CA6375706F795F72656C656173654349,【加點吉拿棒】 不能錯過的強勢回歸影集推薦!｜美劇吃飽飽 | 飽妮,"['GamePlayer_tw', 'Hipster_tw', 'life_tw', 'movie_tw']","['影視', '文化', '電影']",49910145,1,0,25,2019-07-20,23
