cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,pvnum,visitduration,accSubscribeNum,logdate
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BB324B6DA00004A106375706F795F72656C656173654349,【玩水瞜💦】你這樣不行啦!!💢 史上最偷吃步的划水IO遊戲💦,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,8,15,2019-07-03
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,17,50,2019-07-03
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,83,50,2019-07-03
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,98,50,2019-07-03
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD98B8F000000046375706F795F72656C656173654349,那些年，我跟怪老子學的理財大小事！（一堂價值百萬的理財課程）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,2,193,50,2019-07-03
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AEA90A1000000056375706F795F72656C656173654349,破解巴菲特評估企業的 4大原則！（內附實用財經查詢好站）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,1410,50,2019-07-03
000001658F0C5812000000016375706F795F70726572656C656173654355,莫煩_Python3 網頁爬蟲教學,000001658FAC20760000000E6375706F795F70726572656C656173654349,#5.2 高效無憂的 Scrapy 爬蟲庫,"['tech_tw', 'robot_tw']","['AI人工智慧', 'Python', '爬蟲']",B0310653,1,0,57,2019-07-03
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,1,452,85,2019-07-03
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD500096000000046375706F795F70726572656C656173654349,python基礎 2 print (),"['tech_tw', 'robot_tw']",['python'],B0310653,1,532,85,2019-07-03
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD5147E0000000056375706F795F70726572656C656173654349,python基礎 3 數學 ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,227,85,2019-07-03
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD52377B000000066375706F795F70726572656C656173654349,python基礎 4 自變量 variable ,"['tech_tw', 'robot_tw']",['python'],B0310653,1,0,85,2019-07-03
00000166D3C9E54E000000016375706F795F70726572656C656173654355,莫煩_搭建我的神經網路 深度學習必學Tensorflow,00000166F1FBC7D5000000016375706F795F70726572656C656173654349,科普: 人工神經網絡 VS 生物神經網絡 - YouTube,"['tech_tw', 'robot_tw']","['Tensorflow', 'Transfer learning', '神經網路', '遷移學習']",B0310653,1,48,8,2019-07-03
000001694CF469DD000000086375706F795F72656C656173654355,李宏毅_深度學習進階,000001694D02D227000001566375706F795F72656C656173654349,Review：Basic Structures for Deep Learning Models (Part I),"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,10,3,2019-07-03
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,3,137,28,2019-07-03
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A86738FE9000000036375706F795F72656C656173654349,第三章 大數據戰略,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1,6,28,2019-07-03
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868A6680000000056375706F795F72656C656173654349,第五章  大數據演算法,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1,0,28,2019-07-03
0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A87B5C398000000086375706F795F72656C656173654349,第八章 人工智慧,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1,75,28,2019-07-03
0000015B2451FC2F000000036375706F795F72656C656173654355,A股筆記,0000015B27EE3DE9000005556375706F795F72656C656173654349,1回歸投資的本質，做時間的朋友,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['A股', '投資', '投資心得', '投資筆記']",9B310147,1,95,29,2019-07-04
0000015B7B51C50D000000086375706F795F72656C656173654355,M.E.魔競,00000169FDE5D1C4000020E96375706F795F72656C656173654349,【Lilballz】XO醬拌LoL節目#9精華 - 三聯單既出,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況主', '數位影音', '遊戲']",49910145,1,0,16,2019-07-04
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,0000015D6E117436000001EB6375706F795F72656C656173654349,阿滴英文｜只會delicious? 吃貨必學專業美食評論!（2分鐘英語教室）,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,0,55,2019-07-04
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,0000015D95F5CA6C0000017F6375706F795F72656C656173654349,阿滴英文｜卡拉OK? 拉麵? 源自日本的英文單字（2分鐘英語教室）,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,2,55,2019-07-04
0000015BAA8791210000001B6375706F795F72656C656173654355,阿滴英文,00000164D6DB5474000007366375706F795F72656C656173654349,阿滴英文｜Pop Music Challenge! 西洋流行歌曲搶答賽! feat. 魏嘉瑩,"['WhiteCollar_tw', 'business_tw', 'career_tw']","['學習', '教學', '英文']",D1010139,1,0,55,2019-07-04
0000015BAEC7B483000000246375706F795F72656C656173654355,健康冷知識-SunGuts,0000015BAF521FC600000F5E6375706F795F72656C656173654349,高低肩歪骨盆該怎麼辦？,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw', 'health_tw']","['健康', '動畫', '幽默']",FA910146,1,2,37,2019-07-04
0000015BAEC7B483000000246375706F795F72656C656173654355,健康冷知識-SunGuts,0000015BAF52A56F00000F5F6375706F795F72656C656173654349,一舉手就痛？你罹患了肩夾擠症候群！？,"['Babyhome_tw', 'Fitness_tw', 'Hedonism_tw', 'life_tw', 'health_tw']","['健康', '動畫', '幽默']",FA910146,1,0,37,2019-07-04
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,0000015C3A87F3AC000002D56375706F795F72656C656173654349,皇室版“狼來了”,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,1,13,18,2019-07-04
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,0000015C3ABA0C07000003086375706F795F72656C656173654349,田氏代齊,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,2,34,18,2019-07-04
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,0000015C3AEE62C5000003636375706F795F72656C656173654349,韓信大顯身手,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,1,0,18,2019-07-04
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,0000015C3AEE975D000003646375706F795F72656C656173654349,楚河漢界的由來,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,2,13,18,2019-07-04
0000015C3A83A82A000000086375706F795F72656C656173654355,袁騰飛-五千年系列,0000015C3AEEC0BE000003656375706F795F72656C656173654349,楚漢之爭的詭異結局,"['Reading_tw', 'ReadNovel_tw']","['中華文明', '歷史', '袁騰飛']",9B310147,1,8,18,2019-07-04
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,0000015E7F717EDA000000A86375706F795F72656C656173654349,大學存在的目的? 政治辯論為何淪為口水戰? | 哲學能做什麼?,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,2,5,22,2019-07-04
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,0000015C8FCD1165000004CD6375706F795F72656C656173654349,當個創世神※Minecraft※魔戒與吸血鬼 Ep.25 陶瑞丹金字塔,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,131,10,2019-07-04
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,0000015C8FCD6BA6000004CE6375706F795F72656C656173654349,當個創世神※Minecraft※魔戒與吸血鬼 Ep.26 進入烏圖姆諾,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,2,561,10,2019-07-04
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,0000015C8FCDBBF5000004CF6375706F795F72656C656173654349,當個創世神※Minecraft※魔戒與吸血鬼 Ep.27 炎魔現身,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,2,411,10,2019-07-04
0000015C8339F3F10000000B6375706F795F72656C656173654355,翔麟-Minecraft系列,0000015C8FCF9E29000004D16375706F795F72656C656173654349,當個創世神※Minecraft※魔戒與吸血鬼 Ep.29 炎魔之鞭獲得,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['Minecraft', '遊戲', '遊戲實況']",D1010139,1,0,10,2019-07-04
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E5A2CB256000000596375706F795F72656C656173654349,貪財貓神（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,2,17,2019-07-04
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015E7FAAD3B2000000EF6375706F795F72656C656173654349,阿魯武士（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,3,12,17,2019-07-04
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,00000162B637AEEB000041676375706F795F72656C656173654349,大牛不爽領股利？股票除權息的各種股民～怎麼操作一次看懂 |夯翻鼠FQ13 投資理財,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,2,39,2019-07-04
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,10,50,2019-07-04
00000162AE60B18B000000036375706F795F72656C656173654355,投資理財入門｜拯救月光族,00000162AE61A7DE0000003D6375706F795F72656C656173654349,月光是種病藥方開給你.mp4,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['投資', '月光族', '理財', '理財入門']",B0310653,1,8,36,2019-07-04
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD4C7863000000036375706F795F70726572656C656173654349,python基礎 1 安裝,"['tech_tw', 'robot_tw']",['python'],B0310653,1,15,85,2019-07-04
00000165AD08BC70000000026375706F795F70726572656C656173654355,莫煩_Python3 基礎學 零基礎必修Python入門實作,00000165AD500096000000046375706F795F70726572656C656173654349,python基礎 2 print (),"['tech_tw', 'robot_tw']",['python'],B0310653,1,12,85,2019-07-04
00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,00000165F66D7963000000026375706F795F70726572656C656173654349,Scikit-Learn 1. Why?,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,1,12,38,2019-07-04
00000165F64C90C2000000016375706F795F70726572656C656173654355,莫煩_Scikit-learn python數據科學入門,00000165F670B84F000000036375706F795F70726572656C656173654349,Scikit-Learn 2. 安裝,"['tech_tw', 'robot_tw']","['sklearn', '機器學習']",B0310653,1,37,38,2019-07-04
000001661A14B2E2000000016375706F795F70726572656C656173654355,莫煩_有趣的機器學習 新手入門聖經,000001661A3A039A000000016375706F795F70726572656C656173654349,什麼是機器學習? ,['empty'],['empty'],B0310653,1,1,34,2019-07-04
00000168E4E001DA000000016375706F795F72656C656173654355, 李宏毅_機器學習基礎與應用,00000168EA1433080000000D6375706F795F72656C656173654349,ML Lecture 7：Backpropagation ,['empty'],['empty'],B0310653,1,3,23,2019-07-04
00000168E4E001DA000000016375706F795F72656C656173654355, 李宏毅_機器學習基礎與應用,00000168EA14BDC00000000E6375706F795F72656C656173654349,ML Lecture 8-1：“Hello world” of deep learning ,['empty'],['empty'],B0310653,1,39,23,2019-07-04
0000015BAF5D1AAD000000256375706F795F72656C656173654355,日本人看台灣-三原慧悟,0000015BAF8F634D00000FD06375706F795F72656C656173654349,【菜喳魚乾阿晋】女裝癖的同性戀日本男子，喜歡上了面具台灣男子!!【&三原日劇】,"['Babyhome_tw', 'CityTour_tw', 'Hedonism_tw', 'life_tw', 'TravelLife_tw']","['文化', '旅遊', '生活']",33510142,1,0,30,2019-07-05
0000015BFC5B3A2C000000026375706F795F72656C656173654355,全民瘋車Bar,000001626DEDE8A8000004BC6375706F795F72656C656173654349,Mazda 3 行車安全推動者 試駕- 廖怡塵【全民瘋車Bar】86,"['life_tw', 'car_tw']","['汽車', '消費', '生活']",D1010139,1,0,3,2019-07-05
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000160EA1551E3000001D06375706F795F72656C656173654349,【U-Live直播】2018臺北車展現場連線 展場亮點分享 [第5集 20171229],"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,41,8,2019-07-05
0000015BFC8C74DB000000036375706F795F72656C656173654355,U-CAR 汽車網站,00000160EA1554A6000001D16375706F795F72656C656173654349,2018臺北車展：展前預告 多款期待新車現場直擊 | U-CAR 現場報導,"['life_tw', 'car_tw']","['汽車', '消費', '車款']",D1010139,1,0,8,2019-07-05
0000015BFD2ED61F000000046375706F795F72656C656173654355,TCar 試車頻道,000001697ADA25EB0001A38C6375706F795F72656C656173654349,[4K] 發現你的美 All New Toyota RAV4 2.5 Hybrid 旗艦型 新車試駕 - TCar,"['life_tw', 'car_tw']","['汽車', '消費', '試車']",D1010139,1,14,4,2019-07-05
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000015D29B8A28F000000806375706F795F72656C656173654349,苦力怕指導我蓋倉庫?!,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,0,15,2019-07-05
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,000001648F3543C50000245F6375706F795F72656C656173654349,【Surviv.io】雙人吃雞!🐣戰神冠冠參戰!💥這遊戲也太難玩了吧 Ft.冠冠【茶杯】,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,0,15,2019-07-05
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,000001649997FCF100002FAC6375706F795F72656C656173654349,【Minecraft】茶杯生存Ep177 😉如何輕鬆捕捉地獄幽靈?你看不到我😉【當個創世神】,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,3,7,15,2019-07-05
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,00000164AE84B15F0000013C6375706F795F72656C656173654349,【Minecraft】茶杯生存Ep178 ⇝超震動!殭屍豬人微波陷阱!【當個創世神】,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,1,29,15,2019-07-05
0000015C9B785571000000086375706F795F72656C656173654355,茶杯の黑橡木群島系列,0000016BBD92EEE2000056316375706F795F72656C656173654349,【爸爸模擬器】💢我受不了啦! 氣到敲桌子的憤怒憤怒茶杯老爸!💢,"['GamePlayer_tw', 'Game_tw', 'GameInformation_tw']","['實況', '遊戲', '遊戲情報']",49910145,2,25,15,2019-07-05
0000015CCB568012000000086375706F795F72656C656173654355,花媽家說故事,0000015CD087AE8C000000E36375706F795F72656C656173654349,河馬先生搬新家（上）,"['Babyhome_tw', 'life_tw', 'parenting_tw']","['故事', '親子', '閱讀']",FA910146,1,25,17,2019-07-05
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,0,1,2019-07-05
000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,00000160729000B90000009C6375706F795F72656C656173654349,雇主品牌實戰筆記！說書人的力量,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1,277,1,2019-07-05
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C960D93000000126375706F795F72656C656173654349,定期定額超過二年就GG？因為很少人注意這二隻Bug🐞 | 夯翻鼠FQ8 投資理財 基金零股ETF,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,0,39,2019-07-05
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C9754DD000000146375706F795F72656C656173654349,2018二月全球股災～黑天鵝是機器人？ (結果美股2/8又閃崩) | 夯翻鼠FQ7 股票投資理財,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,18,39,2019-07-05
0000016883BC542C000000026375706F795F72656C656173654355,林軒田_機器學習入門必學 Machine Learning Foundations,0000016883E0F90A0000003F6375706F795F72656C656173654349,Course Introduction ,"['tech_tw', 'robot_tw']",['機器學習'],B0310653,1,24,21,2019-07-05
0000015AF941E7A6000000026375706F795F72656C656173654355,Vogue 健身教室,0000015AF945345C000002656375706F795F72656C656173654349,孟耿如教間歇運動 開合跳/深蹲/棒式  | 女星請分享 | VOGUE,"['Fitness_tw', 'Sports_tw', 'life_tw', 'fitness_tw']","['健康', '瘦身', '運動']",D1010139,1,11,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C4B01B000000A86375706F795F72656C656173654349,【腦燒】平面設計師最難完成的【韓國女團】【LOGO設計】【TWICE】【APINK】【EXID】【2NE1】【4MINUTE】【APRIL】【bcrossTV平面設計頻道】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,15,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C6340D000000AA6375706F795F72656C656173654349,【平面設計】新手如何製作logo【速成懶人包】【商標設計】【LOGO設計】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,2,136,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,0000015B70C66683000000AB6375706F795F72656C656173654349,【LOGO設計】【 新手設計】【LOGO教學】 第二集 adobe illustrator 【標識設計】,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-07-06
0000015B70A6BD8F000000036375706F795F72656C656173654355,b-crossTV平面設計頻道,00000166FF7E202A00000B246375706F795F72656C656173654349,創意決定一切 三個超有效創意點子 大揭秘！【b-crossTV平面設計頻道】feat  Koji Eyetalk 日本藥妝 雙眼皮膠,"['Hipster_tw', 'design_tw', 'graphic_design_tw']","['平面設計', '設計', '設計平台']",F4810138,1,0,48,2019-07-06
0000015BCD29A5A90000002A6375706F795F72656C656173654355,【電獺少女─女孩的科技日常】,000001697B8285800001A4FE6375706F795F72656C656173654349,可用App輕鬆看網路狀況 TP Link Archer A6路由器開箱,"['3CExpert_tw', 'tech_tw', '3c_tw']","['產品實測', '產品評論', '產品體驗']",49910145,1,23,68,2019-07-06
0000015BD94483BB000000316375706F795F72656C656173654355,Mii 黃小米,0000015BD94B3E8E000016EC6375706F795F72656C656173654349,2016 開架彩妝X5分鐘學生快速上課妝 All Drugstore Back to School Makeup｜黃小米Mii,"['Hedonism_tw', 'life_tw', 'beautysalon_tw']","['保養', '彩妝', '旅遊']",D2510143,1,0,1,2019-07-06
0000015C3B1ED81B0000000A6375706F795F72656C656173654355,啾啾鞋-啾讀,0000015C3B1FF98B000004196375706F795F72656C656173654349,意志力不夠堅定?讓腦科學來幫你! | 大腦解密手冊 The Brain The Story of You,"['Reading_tw', 'ReadNovel_tw']","['書籍', '說書', '閱讀']",97210140,1,0,22,2019-07-06
000001623C92A4E8000000036375706F795F72656C656173654355,夯翻鼠|投資理財FQ,000001623C9CBFA00000001D6375706F795F72656C656173654349,2乘2不等於4？一組數學公式道盡投資人性～一個投機者的告白(後有小尾巴推書計畫) | 夯翻鼠 說書13,"['WhiteCollar_tw', 'business_tw']","['ETF', '投資教學', '理財知識']",B0310653,1,27,39,2019-07-06
000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1,0,50,2019-07-06
00000162BE7534B3000000086375706F795F72656C656173654355,區塊鏈的前世今生與未來,00000162BE75EA9C0000006C6375706F795F72656C656173654349,Blockchain 源起 1-1｜區塊鏈從何而來?,"['tech_tw', 'BlockChain_tw']","['blockchain', '區塊鏈', '杜宏毅']",B0310653,1,8,69,2019-07-06
000001697FC08CA7000000036375706F795F72656C656173654355,李宏毅 _對抗生成網路 GAN,000001697FC30B8E000000116375706F795F72656C656173654349,Introduction,"['tech_tw', 'robot_tw']",['empty'],6CA10149,1,2,2,2019-07-06
