hostname,mrscid,taskid,clientId,timestamp,logdate
ai100-3.cupoy.com,empty,D1,557866701.1566567,1566566947677,2019-08-23
ai100-3.cupoy.com,0A414149,D1,1447225293.1564655,1566553632966,2019-08-23
ai100-3.cupoy.com,3A114700,D1,1271680826.1566236,1566495725503,2019-08-23
ai100-3.cupoy.com,3F214664,D1,384932574.1564665,1566538368521,2019-08-23
ai100-3.cupoy.com,65A14603,D1,1924467461.156571,1566525110287,2019-08-23
ai100-3.cupoy.com,71A14764,D1,1789843866.1566231,1566496208020,2019-08-23
ai100-3.cupoy.com,9EB13993,D1,1793530238.1566029,1566546455730,2019-08-23
ai100-3.cupoy.com,B0314559,D1,65936275.15662999,1566491960144,2019-08-23
ai100-3.cupoy.com,C4D14789,D1,1168835814.1566398,1566541667066,2019-08-23
ai100-3.cupoy.com,C6414203,D1,1133122485.1566577,1566575084894,2019-08-23
ai100-3.cupoy.com,C8C14803,D1,304954720.1566555,1566570868659,2019-08-23
ai100-3.cupoy.com,DD114318,D1,259421731.15665475,1566549233624,2019-08-23
ai100-3.cupoy.com,FDA14808,D1,1300221060.1566546,1566554224678,2019-08-23
ai100-3.cupoy.com,3F214664,D2,384932574.1564665,1566538711653,2019-08-23
ai100-3.cupoy.com,4DF13862,D2,1524926043.156466,1566556415199,2019-08-23
ai100-3.cupoy.com,59E14761,D2,1246854150.1563954,1566524939221,2019-08-23
ai100-3.cupoy.com,99513861,D2,314973449.1564807,1566549550557,2019-08-23
ai100-3.cupoy.com,9EB13993,D2,1793530238.1566029,1566551523326,2019-08-23
ai100-3.cupoy.com,A4B14294,D2,129067335.1565582,1566527387615,2019-08-23
ai100-3.cupoy.com,C4D14789,D2,1168835814.1566398,1566541652589,2019-08-23
ai100-3.cupoy.com,FDA14808,D2,1300221060.1566546,1566574521060,2019-08-23
ai100-3.cupoy.com,22114039,D3,60654954.15647114,1566543286652,2019-08-23
ai100-3.cupoy.com,3F214664,D3,384932574.1564665,1566538958036,2019-08-23
ai100-3.cupoy.com,4B714066,D3,1591480550.1564646,1566491768951,2019-08-23
ai100-3.cupoy.com,59E14761,D3,1246854150.1563954,1566527429180,2019-08-23
ai100-3.cupoy.com,99513861,D3,314973449.1564807,1566549599258,2019-08-23
ai100-3.cupoy.com,9EB13993,D3,1793530238.1566029,1566552527009,2019-08-23
ai100-3.cupoy.com,C4D14789,D3,1168835814.1566398,1566541764694,2019-08-23
ai100-3.cupoy.com,FDA14808,D3,1300221060.1566546,1566574564626,2019-08-23
ai100-3.cupoy.com,empty,D1,1291487991.1566627,1566627453120,2019-08-24
ai100-3.cupoy.com,3A314484,D1,852290565.1565528,1566641055571,2019-08-24
ai100-3.cupoy.com,3E614620,D1,69899725.15666497,1566651048160,2019-08-24
ai100-3.cupoy.com,4BC13867,D1,2095232197.1566386,1566620528932,2019-08-24
ai100-3.cupoy.com,64C14774,D1,501036525.15666246,1566631446492,2019-08-24
ai100-3.cupoy.com,65413968,D1,48704951.15666541,1566655124303,2019-08-24
ai100-3.cupoy.com,6DD14426,D1,1264710189.15666,1566604077441,2019-08-24
ai100-3.cupoy.com,91214515,D1,1037679088.1566045,1566653335699,2019-08-24
ai100-3.cupoy.com,AB213713,D1,1586087032.15625,1566616301357,2019-08-24
ai100-3.cupoy.com,C8C14803,D1,304954720.1566555,1566626919148,2019-08-24
ai100-3.cupoy.com,F1513963,D1,1276017856.1563625,1566655722083,2019-08-24
ai100-3.cupoy.com,F6614414,D1,454912205.15654135,1566623762929,2019-08-24
ai100-3.cupoy.com,empty,D2,1465878573.1566567,1566628724213,2019-08-24
ai100-3.cupoy.com,64C14774,D2,926548268.1566612,1566619148728,2019-08-24
ai100-3.cupoy.com,7B414198,D2,331206407.156533,1566624471465,2019-08-24
ai100-3.cupoy.com,94A13953,D2,1337048243.156588,1566641178697,2019-08-24
ai100-3.cupoy.com,AB213713,D2,1586087032.15625,1566616421519,2019-08-24
ai100-3.cupoy.com,C6B13967,D2,1647739382.1565504,1566629433091,2019-08-24
ai100-3.cupoy.com,C8C14803,D2,304954720.1566555,1566660751257,2019-08-24
ai100-3.cupoy.com,DB214241,D2,1601787982.1565094,1566651572451,2019-08-24
ai100-3.cupoy.com,94A13953,D3,1337048243.156588,1566641006627,2019-08-24
ai100-3.cupoy.com,AB213713,D3,1586087032.15625,1566616469120,2019-08-24
ai100-3.cupoy.com,C8C14803,D3,304954720.1566555,1566660774067,2019-08-24
ai100-3.cupoy.com,DB214241,D3,1601787982.1565094,1566654809570,2019-08-24
ai100-3.cupoy.com,E4413807,D3,2087807404.1566281,1566630022999,2019-08-24
ai100-3.cupoy.com,empty,D1,1210336416.1566222,1566666389554,2019-08-25
ai100-3.cupoy.com,03914736,D1,127189109.15663086,1566731135495,2019-08-25
ai100-3.cupoy.com,0A914420,D1,1389073968.156448,1566742130391,2019-08-25
