interestAffinityCategory,vistornum,sessionnum,logdate
Media & Entertainment/Movie Lovers/Horror Movie Fans,11,16,2019-08-17
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,13,30,2019-08-17
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,17,35,2019-08-17
Media & Entertainment/Music Lovers,82,126,2019-08-17
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,17,26,2019-08-17
Media & Entertainment/Music Lovers/Pop Music Fans,47,68,2019-08-17
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,27,48,2019-08-17
Media & Entertainment/Music Lovers/Rock Music Fans,14,21,2019-08-17
Media & Entertainment/Music Lovers/World Music Fans,46,70,2019-08-17
Media & Entertainment/TV Lovers,26,39,2019-08-17
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",11,14,2019-08-17
Media & Entertainment/TV Lovers/TV Drama Fans,15,18,2019-08-17
News & Politics/Avid News Readers,29,42,2019-08-17
News & Politics/Avid News Readers/Avid Business News Readers,15,19,2019-08-17
News & Politics/Avid News Readers/Avid Political News Readers,16,27,2019-08-17
News & Politics/Avid News Readers/Entertainment News Enthusiasts,12,14,2019-08-17
Shoppers/Bargain Hunters,23,40,2019-08-17
Shoppers/Luxury Shoppers,55,88,2019-08-17
Shoppers/Shopaholics,26,44,2019-08-17
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,26,45,2019-08-17
Shoppers/Shoppers by Store Type/Department Store Shoppers,37,63,2019-08-17
Shoppers/Value Shoppers,92,170,2019-08-17
Sports & Fitness/Health & Fitness Buffs,56,102,2019-08-17
Sports & Fitness/Sports Fans,76,132,2019-08-17
Sports & Fitness/Sports Fans/Baseball Fans,26,45,2019-08-17
Sports & Fitness/Sports Fans/Basketball Fans,24,37,2019-08-17
Sports & Fitness/Sports Fans/Soccer Fans,12,21,2019-08-17
Technology/Mobile Enthusiasts,77,131,2019-08-17
Technology/Social Media Enthusiasts,17,26,2019-08-17
Technology/Technophiles,102,181,2019-08-17
Travel/Business Travelers,64,140,2019-08-17
Travel/Travel Buffs,32,59,2019-08-17
Vehicles & Transportation/Auto Enthusiasts,53,95,2019-08-17
Banking & Finance/Avid Investors,48,81,2019-08-18
Beauty & Wellness/Beauty Mavens,20,27,2019-08-18
Beauty & Wellness/Frequently Visits Salons,72,127,2019-08-18
Food & Dining/Coffee Shop Regulars,55,97,2019-08-18
Food & Dining/Cooking Enthusiasts,45,78,2019-08-18
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,48,77,2019-08-18
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,16,26,2019-08-18
Food & Dining/Fast Food Cravers,51,88,2019-08-18
Food & Dining/Foodies,25,33,2019-08-18
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,30,51,2019-08-18
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,54,84,2019-08-18
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,72,132,2019-08-18
Home & Garden/Do-It-Yourselfers,78,140,2019-08-18
Home & Garden/Home Decor Enthusiasts,17,27,2019-08-18
Lifestyles & Hobbies/Art & Theater Aficionados,37,69,2019-08-18
Lifestyles & Hobbies/Business Professionals,68,111,2019-08-18
Lifestyles & Hobbies/Family-Focused,30,46,2019-08-18
Lifestyles & Hobbies/Fashionistas,35,43,2019-08-18
Lifestyles & Hobbies/Frequently Attends Live Events,52,73,2019-08-18
Lifestyles & Hobbies/Green Living Enthusiasts,68,114,2019-08-18
Lifestyles & Hobbies/Nightlife Enthusiasts,63,104,2019-08-18
Lifestyles & Hobbies/Outdoor Enthusiasts,82,141,2019-08-18
Lifestyles & Hobbies/Pet Lovers,17,33,2019-08-18
Lifestyles & Hobbies/Shutterbugs,61,105,2019-08-18
Lifestyles & Hobbies/Thrill Seekers,51,83,2019-08-18
Media & Entertainment/Book Lovers,29,50,2019-08-18
Media & Entertainment/Comics & Animation Fans,76,128,2019-08-18
Media & Entertainment/Gamers,61,117,2019-08-18
Media & Entertainment/Gamers/Action Game Fans,29,57,2019-08-18
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,32,63,2019-08-18
Media & Entertainment/Gamers/Casual & Social Gamers,21,41,2019-08-18
Media & Entertainment/Gamers/Hardcore Gamers,52,97,2019-08-18
Media & Entertainment/Gamers/Roleplaying Game Fans,43,86,2019-08-18
Media & Entertainment/Gamers/Shooter Game Fans,11,16,2019-08-18
Media & Entertainment/Light TV Viewers,65,123,2019-08-18
Media & Entertainment/Movie Lovers,89,158,2019-08-18
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,22,43,2019-08-18
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,13,26,2019-08-18
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,20,30,2019-08-18
Media & Entertainment/Music Lovers,73,122,2019-08-18
Media & Entertainment/Music Lovers/Classical Music Enthusiasts,11,18,2019-08-18
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,14,21,2019-08-18
Media & Entertainment/Music Lovers/Pop Music Fans,39,68,2019-08-18
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,23,37,2019-08-18
Media & Entertainment/Music Lovers/Rock Music Fans,11,18,2019-08-18
Media & Entertainment/Music Lovers/World Music Fans,43,76,2019-08-18
Media & Entertainment/TV Lovers,24,37,2019-08-18
News & Politics/Avid News Readers,47,80,2019-08-18
News & Politics/Avid News Readers/Avid Business News Readers,26,40,2019-08-18
News & Politics/Avid News Readers/Avid Political News Readers,28,46,2019-08-18
News & Politics/Avid News Readers/Entertainment News Enthusiasts,22,33,2019-08-18
Shoppers/Bargain Hunters,21,33,2019-08-18
Shoppers/Luxury Shoppers,61,95,2019-08-18
Shoppers/Shopaholics,29,50,2019-08-18
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,29,59,2019-08-18
Shoppers/Shoppers by Store Type/Department Store Shoppers,45,67,2019-08-18
Shoppers/Value Shoppers,97,165,2019-08-18
Sports & Fitness/Health & Fitness Buffs,61,108,2019-08-18
Sports & Fitness/Sports Fans,74,122,2019-08-18
Sports & Fitness/Sports Fans/Baseball Fans,25,48,2019-08-18
Sports & Fitness/Sports Fans/Basketball Fans,16,25,2019-08-18
Sports & Fitness/Sports Fans/Soccer Fans,12,29,2019-08-18
Technology/Mobile Enthusiasts,87,147,2019-08-18
Technology/Social Media Enthusiasts,18,27,2019-08-18
Technology/Technophiles,107,186,2019-08-18
Travel/Business Travelers,89,156,2019-08-18
Travel/Travel Buffs,44,75,2019-08-18
Vehicles & Transportation/Auto Enthusiasts,66,108,2019-08-18
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,10,15,2019-08-18
Banking & Finance/Avid Investors,80,135,2019-08-19
Beauty & Wellness/Beauty Mavens,36,55,2019-08-19
Beauty & Wellness/Frequently Visits Salons,125,196,2019-08-19
Food & Dining/Coffee Shop Regulars,71,113,2019-08-19
Food & Dining/Cooking Enthusiasts,80,127,2019-08-19
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,73,111,2019-08-19
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,30,36,2019-08-19
Food & Dining/Fast Food Cravers,66,109,2019-08-19
Food & Dining/Foodies,44,67,2019-08-19
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,36,59,2019-08-19
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,91,155,2019-08-19
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,116,186,2019-08-19
Home & Garden/Do-It-Yourselfers,143,228,2019-08-19
Home & Garden/Home Decor Enthusiasts,33,55,2019-08-19
Lifestyles & Hobbies/Art & Theater Aficionados,57,82,2019-08-19
Lifestyles & Hobbies/Business Professionals,100,153,2019-08-19
Lifestyles & Hobbies/Family-Focused,33,57,2019-08-19
Lifestyles & Hobbies/Fashionistas,57,91,2019-08-19
Lifestyles & Hobbies/Frequently Attends Live Events,88,136,2019-08-19
Lifestyles & Hobbies/Green Living Enthusiasts,107,177,2019-08-19
Lifestyles & Hobbies/Nightlife Enthusiasts,98,158,2019-08-19
Lifestyles & Hobbies/Outdoor Enthusiasts,124,200,2019-08-19
Lifestyles & Hobbies/Pet Lovers,31,48,2019-08-19
Lifestyles & Hobbies/Shutterbugs,87,132,2019-08-19
Lifestyles & Hobbies/Thrill Seekers,66,96,2019-08-19
Media & Entertainment/Book Lovers,41,67,2019-08-19
Media & Entertainment/Comics & Animation Fans,119,185,2019-08-19
Media & Entertainment/Gamers,96,153,2019-08-19
Media & Entertainment/Gamers/Action Game Fans,39,59,2019-08-19
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,52,78,2019-08-19
Media & Entertainment/Gamers/Casual & Social Gamers,26,38,2019-08-19
Media & Entertainment/Gamers/Hardcore Gamers,78,125,2019-08-19
Media & Entertainment/Gamers/Roleplaying Game Fans,66,99,2019-08-19
Media & Entertainment/Gamers/Shooter Game Fans,16,23,2019-08-19
Media & Entertainment/Light TV Viewers,104,164,2019-08-19
Media & Entertainment/Movie Lovers,156,254,2019-08-19
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,41,72,2019-08-19
Media & Entertainment/Movie Lovers/Comedy Movie Fans,12,21,2019-08-19
Media & Entertainment/Movie Lovers/Family Movie Fans,23,26,2019-08-19
Media & Entertainment/Movie Lovers/Horror Movie Fans,15,22,2019-08-19
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,19,32,2019-08-19
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,27,37,2019-08-19
Media & Entertainment/Music Lovers,113,178,2019-08-19
Media & Entertainment/Music Lovers/Classical Music Enthusiasts,10,19,2019-08-19
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,19,26,2019-08-19
Media & Entertainment/Music Lovers/Pop Music Fans,58,84,2019-08-19
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,36,57,2019-08-19
Media & Entertainment/Music Lovers/Rock Music Fans,13,23,2019-08-19
Media & Entertainment/Music Lovers/World Music Fans,60,92,2019-08-19
Media & Entertainment/TV Lovers,36,54,2019-08-19
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",12,17,2019-08-19
Media & Entertainment/TV Lovers/TV Drama Fans,17,27,2019-08-19
News & Politics/Avid News Readers,80,118,2019-08-19
News & Politics/Avid News Readers/Avid Business News Readers,50,76,2019-08-19
News & Politics/Avid News Readers/Avid Political News Readers,35,59,2019-08-19
News & Politics/Avid News Readers/Entertainment News Enthusiasts,42,59,2019-08-19
Shoppers/Bargain Hunters,29,41,2019-08-19
Shoppers/Luxury Shoppers,89,128,2019-08-19
Shoppers/Shopaholics,40,65,2019-08-19
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,47,81,2019-08-19
Shoppers/Shoppers by Store Type/Department Store Shoppers,51,74,2019-08-19
Shoppers/Value Shoppers,151,243,2019-08-19
Sports & Fitness/Health & Fitness Buffs,122,186,2019-08-19
Sports & Fitness/Sports Fans,125,178,2019-08-19
Sports & Fitness/Sports Fans/Baseball Fans,46,70,2019-08-19
Sports & Fitness/Sports Fans/Basketball Fans,34,49,2019-08-19
Sports & Fitness/Sports Fans/Cycling Enthusiasts,14,17,2019-08-19
Sports & Fitness/Sports Fans/Fight & Wrestling Fans,15,29,2019-08-19
Sports & Fitness/Sports Fans/Racquetball Enthusiasts,18,22,2019-08-19
Sports & Fitness/Sports Fans/Running Enthusiasts,13,14,2019-08-19
Sports & Fitness/Sports Fans/Soccer Fans,18,21,2019-08-19
Technology/Mobile Enthusiasts,132,210,2019-08-19
Technology/Social Media Enthusiasts,19,37,2019-08-19
Technology/Technophiles,185,285,2019-08-19
Travel/Business Travelers,136,218,2019-08-19
Travel/Travel Buffs,69,106,2019-08-19
Travel/Travel Buffs/Beachbound Travelers,11,16,2019-08-19
Vehicles & Transportation/Auto Enthusiasts,119,177,2019-08-19
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,17,26,2019-08-19
Vehicles & Transportation/Auto Enthusiasts/Performance & Luxury Vehicle Enthusiasts,15,20,2019-08-19
Banking & Finance/Avid Investors,67,112,2019-08-20
Beauty & Wellness/Beauty Mavens,31,38,2019-08-20
Beauty & Wellness/Frequently Visits Salons,115,177,2019-08-20
Food & Dining/Coffee Shop Regulars,61,92,2019-08-20
Food & Dining/Cooking Enthusiasts,59,96,2019-08-20
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,80,112,2019-08-20
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,29,43,2019-08-20
Food & Dining/Fast Food Cravers,56,92,2019-08-20
Food & Dining/Foodies,37,54,2019-08-20
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,42,69,2019-08-20
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,78,122,2019-08-20
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,92,160,2019-08-20
Home & Garden/Do-It-Yourselfers,121,191,2019-08-20
Home & Garden/Home Decor Enthusiasts,27,36,2019-08-20
Lifestyles & Hobbies/Art & Theater Aficionados,45,57,2019-08-20
Lifestyles & Hobbies/Business Professionals,92,136,2019-08-20
Lifestyles & Hobbies/Family-Focused,36,54,2019-08-20
Lifestyles & Hobbies/Fashionistas,44,55,2019-08-20
Lifestyles & Hobbies/Frequently Attends Live Events,64,95,2019-08-20
Lifestyles & Hobbies/Green Living Enthusiasts,97,150,2019-08-20
Lifestyles & Hobbies/Nightlife Enthusiasts,83,125,2019-08-20
Lifestyles & Hobbies/Outdoor Enthusiasts,126,195,2019-08-20
Lifestyles & Hobbies/Pet Lovers,30,55,2019-08-20
Lifestyles & Hobbies/Shutterbugs,81,117,2019-08-20
Lifestyles & Hobbies/Thrill Seekers,58,93,2019-08-20
Media & Entertainment/Book Lovers,45,70,2019-08-20
Media & Entertainment/Comics & Animation Fans,102,160,2019-08-20
Media & Entertainment/Gamers,74,130,2019-08-20
Media & Entertainment/Gamers/Action Game Fans,31,48,2019-08-20
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,41,64,2019-08-20
Media & Entertainment/Gamers/Casual & Social Gamers,19,29,2019-08-20
Media & Entertainment/Gamers/Hardcore Gamers,61,104,2019-08-20
Media & Entertainment/Gamers/Roleplaying Game Fans,47,81,2019-08-20
Media & Entertainment/Gamers/Shooter Game Fans,14,23,2019-08-20
Media & Entertainment/Light TV Viewers,91,144,2019-08-20
Media & Entertainment/Movie Lovers,136,212,2019-08-20
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,38,58,2019-08-20
Media & Entertainment/Movie Lovers/Comedy Movie Fans,11,19,2019-08-20
Media & Entertainment/Movie Lovers/Family Movie Fans,16,22,2019-08-20
Media & Entertainment/Movie Lovers/Horror Movie Fans,16,23,2019-08-20
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,17,29,2019-08-20
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,26,38,2019-08-20
Media & Entertainment/Music Lovers,104,162,2019-08-20
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,11,15,2019-08-20
Media & Entertainment/Music Lovers/Pop Music Fans,49,72,2019-08-20
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,29,40,2019-08-20
Media & Entertainment/Music Lovers/Rock Music Fans,12,17,2019-08-20
Media & Entertainment/Music Lovers/World Music Fans,52,83,2019-08-20
Media & Entertainment/TV Lovers,35,49,2019-08-20
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",10,14,2019-08-20
Media & Entertainment/TV Lovers/TV Drama Fans,11,14,2019-08-20
News & Politics/Avid News Readers,67,101,2019-08-20
News & Politics/Avid News Readers/Avid Business News Readers,39,59,2019-08-20
News & Politics/Avid News Readers/Avid Political News Readers,24,38,2019-08-20
News & Politics/Avid News Readers/Entertainment News Enthusiasts,30,48,2019-08-20
Shoppers/Bargain Hunters,31,41,2019-08-20
Shoppers/Luxury Shoppers,64,95,2019-08-20
Shoppers/Shopaholics,41,57,2019-08-20
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,43,79,2019-08-20
Shoppers/Shoppers by Store Type/Department Store Shoppers,33,51,2019-08-20
Shoppers/Value Shoppers,135,206,2019-08-20
Sports & Fitness/Health & Fitness Buffs,104,164,2019-08-20
Sports & Fitness/Sports Fans,94,152,2019-08-20
Sports & Fitness/Sports Fans/Baseball Fans,31,50,2019-08-20
Sports & Fitness/Sports Fans/Basketball Fans,27,40,2019-08-20
Sports & Fitness/Sports Fans/Soccer Fans,12,19,2019-08-20
Technology/Mobile Enthusiasts,112,181,2019-08-20
Technology/Social Media Enthusiasts,12,15,2019-08-20
Technology/Technophiles,164,265,2019-08-20
Travel/Business Travelers,121,199,2019-08-20
Travel/Travel Buffs,59,97,2019-08-20
Vehicles & Transportation/Auto Enthusiasts,95,143,2019-08-20
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,10,15,2019-08-20
Banking & Finance/Avid Investors,63,97,2019-08-21
Beauty & Wellness/Beauty Mavens,26,31,2019-08-21
Beauty & Wellness/Frequently Visits Salons,94,142,2019-08-21
Food & Dining/Coffee Shop Regulars,53,83,2019-08-21
Food & Dining/Cooking Enthusiasts,71,101,2019-08-21
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,58,76,2019-08-21
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,23,38,2019-08-21
Food & Dining/Fast Food Cravers,48,60,2019-08-21
Food & Dining/Foodies,38,48,2019-08-21
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,24,37,2019-08-21
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,61,92,2019-08-21
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,89,154,2019-08-21
Home & Garden/Do-It-Yourselfers,98,149,2019-08-21
Home & Garden/Home Decor Enthusiasts,28,37,2019-08-21
Lifestyles & Hobbies/Art & Theater Aficionados,50,65,2019-08-21
Lifestyles & Hobbies/Business Professionals,74,111,2019-08-21
Lifestyles & Hobbies/Family-Focused,39,50,2019-08-21
Lifestyles & Hobbies/Fashionistas,44,54,2019-08-21
Lifestyles & Hobbies/Frequently Attends Live Events,64,78,2019-08-21
Lifestyles & Hobbies/Green Living Enthusiasts,102,155,2019-08-21
Lifestyles & Hobbies/Nightlife Enthusiasts,78,114,2019-08-21
Lifestyles & Hobbies/Outdoor Enthusiasts,106,148,2019-08-21
Lifestyles & Hobbies/Pet Lovers,30,38,2019-08-21
Lifestyles & Hobbies/Shutterbugs,77,110,2019-08-21
Lifestyles & Hobbies/Thrill Seekers,56,79,2019-08-21
Media & Entertainment/Book Lovers,36,50,2019-08-21
Media & Entertainment/Comics & Animation Fans,101,156,2019-08-21
Media & Entertainment/Gamers,62,97,2019-08-21
Media & Entertainment/Gamers/Action Game Fans,19,30,2019-08-21
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,28,41,2019-08-21
Media & Entertainment/Gamers/Hardcore Gamers,51,83,2019-08-21
Media & Entertainment/Gamers/Roleplaying Game Fans,41,65,2019-08-21
Media & Entertainment/Light TV Viewers,77,117,2019-08-21
Media & Entertainment/Movie Lovers,124,188,2019-08-21
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,26,43,2019-08-21
Media & Entertainment/Movie Lovers/Comedy Movie Fans,10,18,2019-08-21
Media & Entertainment/Movie Lovers/Family Movie Fans,16,26,2019-08-21
Media & Entertainment/Movie Lovers/Horror Movie Fans,14,23,2019-08-21
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,14,21,2019-08-21
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,20,35,2019-08-21
Media & Entertainment/Music Lovers,98,137,2019-08-21
Media & Entertainment/Music Lovers/Pop Music Fans,46,65,2019-08-21
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,20,27,2019-08-21
Media & Entertainment/Music Lovers/Rock Music Fans,11,12,2019-08-21
Media & Entertainment/Music Lovers/World Music Fans,47,69,2019-08-21
Media & Entertainment/TV Lovers,35,47,2019-08-21
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",13,20,2019-08-21
Media & Entertainment/TV Lovers/TV Drama Fans,18,25,2019-08-21
News & Politics/Avid News Readers,58,84,2019-08-21
News & Politics/Avid News Readers/Avid Business News Readers,36,53,2019-08-21
News & Politics/Avid News Readers/Avid Political News Readers,20,35,2019-08-21
News & Politics/Avid News Readers/Entertainment News Enthusiasts,36,52,2019-08-21
Shoppers/Bargain Hunters,27,34,2019-08-21
Shoppers/Luxury Shoppers,65,98,2019-08-21
Shoppers/Shopaholics,36,40,2019-08-21
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,36,57,2019-08-21
Shoppers/Shoppers by Store Type/Department Store Shoppers,43,60,2019-08-21
Shoppers/Value Shoppers,110,167,2019-08-21
Sports & Fitness/Health & Fitness Buffs,94,153,2019-08-21
Sports & Fitness/Sports Fans,90,133,2019-08-21
Sports & Fitness/Sports Fans/Baseball Fans,33,49,2019-08-21
Sports & Fitness/Sports Fans/Basketball Fans,26,39,2019-08-21
Sports & Fitness/Sports Fans/Cycling Enthusiasts,15,22,2019-08-21
Sports & Fitness/Sports Fans/Fight & Wrestling Fans,10,13,2019-08-21
Sports & Fitness/Sports Fans/Racquetball Enthusiasts,13,22,2019-08-21
Sports & Fitness/Sports Fans/Soccer Fans,14,22,2019-08-21
Technology/Mobile Enthusiasts,107,170,2019-08-21
Technology/Social Media Enthusiasts,12,13,2019-08-21
Technology/Technophiles,137,205,2019-08-21
Travel/Business Travelers,104,163,2019-08-21
Travel/Travel Buffs,59,81,2019-08-21
Travel/Travel Buffs/Beachbound Travelers,15,18,2019-08-21
Travel/Travel Buffs/Luxury Travelers,10,12,2019-08-21
Vehicles & Transportation/Auto Enthusiasts,86,115,2019-08-21
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,11,14,2019-08-21
Vehicles & Transportation/Auto Enthusiasts/Performance & Luxury Vehicle Enthusiasts,10,11,2019-08-21
Banking & Finance/Avid Investors,73,96,2019-08-22
Beauty & Wellness/Beauty Mavens,35,51,2019-08-22
Beauty & Wellness/Frequently Visits Salons,120,166,2019-08-22
Food & Dining/Coffee Shop Regulars,69,96,2019-08-22
Food & Dining/Cooking Enthusiasts,63,83,2019-08-22
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,89,119,2019-08-22
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,22,31,2019-08-22
Food & Dining/Fast Food Cravers,65,91,2019-08-22
Food & Dining/Foodies,40,52,2019-08-22
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,27,40,2019-08-22
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,80,114,2019-08-22
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,96,131,2019-08-22
Home & Garden/Do-It-Yourselfers,133,184,2019-08-22
Home & Garden/Home Decor Enthusiasts,30,41,2019-08-22
Lifestyles & Hobbies/Art & Theater Aficionados,58,77,2019-08-22
Lifestyles & Hobbies/Business Professionals,98,131,2019-08-22
Lifestyles & Hobbies/Family-Focused,45,64,2019-08-22
Lifestyles & Hobbies/Fashionistas,52,74,2019-08-22
Lifestyles & Hobbies/Frequently Attends Live Events,69,93,2019-08-22
Lifestyles & Hobbies/Green Living Enthusiasts,99,133,2019-08-22
Lifestyles & Hobbies/Nightlife Enthusiasts,97,129,2019-08-22
Lifestyles & Hobbies/Outdoor Enthusiasts,116,170,2019-08-22
Lifestyles & Hobbies/Pet Lovers,47,64,2019-08-22
Lifestyles & Hobbies/Shutterbugs,88,119,2019-08-22
Lifestyles & Hobbies/Thrill Seekers,60,91,2019-08-22
Media & Entertainment/Book Lovers,40,53,2019-08-22
Media & Entertainment/Comics & Animation Fans,101,142,2019-08-22
Media & Entertainment/Gamers,74,108,2019-08-22
Media & Entertainment/Gamers/Action Game Fans,27,34,2019-08-22
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,35,50,2019-08-22
Media & Entertainment/Gamers/Casual & Social Gamers,16,22,2019-08-22
Media & Entertainment/Gamers/Hardcore Gamers,54,78,2019-08-22
Media & Entertainment/Gamers/Roleplaying Game Fans,40,51,2019-08-22
Media & Entertainment/Gamers/Shooter Game Fans,15,17,2019-08-22
Media & Entertainment/Light TV Viewers,97,134,2019-08-22
Media & Entertainment/Movie Lovers,147,212,2019-08-22
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,29,40,2019-08-22
Media & Entertainment/Movie Lovers/Family Movie Fans,15,22,2019-08-22
Media & Entertainment/Movie Lovers/Horror Movie Fans,12,12,2019-08-22
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,19,31,2019-08-22
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,23,30,2019-08-22
Media & Entertainment/Music Lovers,107,140,2019-08-22
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,19,22,2019-08-22
Media & Entertainment/Music Lovers/Indie & Alternative Rock Fans,12,18,2019-08-22
Media & Entertainment/Music Lovers/Pop Music Fans,51,66,2019-08-22
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,30,43,2019-08-22
Media & Entertainment/Music Lovers/Rock Music Fans,15,22,2019-08-22
Media & Entertainment/Music Lovers/World Music Fans,57,75,2019-08-22
Media & Entertainment/TV Lovers,42,59,2019-08-22
"Media & Entertainment/TV Lovers/Game, Reality & Talk Show Fans",12,17,2019-08-22
Media & Entertainment/TV Lovers/TV Drama Fans,17,23,2019-08-22
News & Politics/Avid News Readers,70,96,2019-08-22
News & Politics/Avid News Readers/Avid Business News Readers,42,56,2019-08-22
News & Politics/Avid News Readers/Avid Political News Readers,29,41,2019-08-22
News & Politics/Avid News Readers/Entertainment News Enthusiasts,37,54,2019-08-22
Shoppers/Bargain Hunters,31,43,2019-08-22
Shoppers/Luxury Shoppers,74,107,2019-08-22
Shoppers/Shopaholics,49,67,2019-08-22
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,40,65,2019-08-22
Shoppers/Shoppers by Store Type/Department Store Shoppers,53,77,2019-08-22
Shoppers/Value Shoppers,147,215,2019-08-22
Sports & Fitness/Health & Fitness Buffs,102,141,2019-08-22
Sports & Fitness/Sports Fans,113,163,2019-08-22
Sports & Fitness/Sports Fans/Baseball Fans,32,39,2019-08-22
Sports & Fitness/Sports Fans/Basketball Fans,33,42,2019-08-22
Sports & Fitness/Sports Fans/Cycling Enthusiasts,20,31,2019-08-22
Sports & Fitness/Sports Fans/Racquetball Enthusiasts,11,16,2019-08-22
Sports & Fitness/Sports Fans/Soccer Fans,20,27,2019-08-22
Technology/Mobile Enthusiasts,112,155,2019-08-22
Technology/Social Media Enthusiasts,18,25,2019-08-22
Technology/Technophiles,169,244,2019-08-22
Travel/Business Travelers,126,183,2019-08-22
Travel/Travel Buffs,67,95,2019-08-22
Travel/Travel Buffs/Beachbound Travelers,11,18,2019-08-22
Vehicles & Transportation/Auto Enthusiasts,89,126,2019-08-22
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,12,18,2019-08-22
Vehicles & Transportation/Auto Enthusiasts/Performance & Luxury Vehicle Enthusiasts,12,17,2019-08-22
Banking & Finance/Avid Investors,49,71,2019-08-23
Beauty & Wellness/Beauty Mavens,25,33,2019-08-23
Beauty & Wellness/Frequently Visits Salons,83,117,2019-08-23
Food & Dining/Coffee Shop Regulars,36,54,2019-08-23
Food & Dining/Cooking Enthusiasts,55,68,2019-08-23
