assistid,mrscid,mrsname,newsid,newstitle,bucketgrpids,bucketids,influencerids,timestamp,logdate
ai_tw,empty,空的,68747470733A2F2F7777772E6A6971697A686978696E2E636F6D2F61727469636C65732F323031392D30382D31352D38,2019年主動學習有哪些進展？答案在這三篇論文裏 | 機器之心,['tech_tw'],['robot_tw'],['0000015EBC10BCDC000000016375706F795F72656C65617365494E464C55'],1565864634562,2019-08-15
